行业类型,数据时间,有功功率最大值（kw）,有功功率最小值（kw）
商业,2019/11/7,65215.5933,15856.3362
商业,2019/11/8,62995.0596,15606.249
商业,2019/11/9,62352.5616,9613.6755
商业,2019/11/10,57348.6819,15889.9386
商业,2019/11/11,66133.4937,15337.2696
商业,2019/11/12,67530.0288,15826.1931
商业,2019/11/13,70302.9936,16369.1718
商业,2019/11/14,63129.1671,15561.7299
商业,2019/11/15,65364.4779,15368.2725
商业,2019/11/16,63574.4826,15908.8908
商业,2019/11/17,60860.0694,16257.9165
商业,2019/11/18,68463.234,16040.6745
商业,2019/11/19,57261.354,14865.1062
商业,2019/11/20,56954.0478,14761.317
商业,2019/11/21,58376.5824,14833.9584
商业,2019/11/22,60867.5271,14608.1016
商业,2019/11/23,61099.1169,15208.11
商业,2019/11/24,59465.238,15737.019
商业,2019/11/25,63332.1873,15339.6057
商业,2019/11/26,58085.8359,14944.2405
商业,2019/11/27,62647.1613,15150.7536
商业,2019/11/28,55711.0395,14945.8005
商业,2019/11/29,53707.3839,14203.4193
商业,2019/11/30,54210.168,14245.6389
商业,2019/12/1,52115.988,14551.4697
商业,2019/12/2,53759.4186,6070.2264
商业,2019/12/3,54131.514,14154.7842
商业,2019/12/4,53620.431,13922.5665
商业,2019/12/5,54047.4459,14327.7636
商业,2019/12/6,52909.5627,14368.9836
商业,2019/12/7,53118.1689,14565.7296
商业,2019/12/8,48969.5199,14877.9804
商业,2019/12/9,53543.2116,14254.203
商业,2019/12/10,54136.8513,13121.8461
商业,2019/12/11,54281.5545,14184.1164
商业,2019/12/12,54504.4443,12649.164
商业,2019/12/13,56408.8995,14215.7181
商业,2019/12/14,55213.3473,14404.6965
商业,2019/12/15,52281.3639,14495.4816
商业,2019/12/16,56859.9279,14047.3611
商业,2019/12/17,59041.5195,14718.4083
商业,2019/12/18,62246.7093,15231.2631
商业,2019/12/19,55817.3751,15130.2381
商业,2019/12/20,53634.2043,14649.5781
商业,2019/12/21,52737.732,14527.9836
商业,2019/12/22,50562.1605,14792.0622
商业,2019/12/23,53979.3291,13838.2635
商业,2019/12/24,56109.8052,14710.1973
商业,2019/12/25,56019.9303,14773.7415
商业,2019/12/26,56376.3843,14831.8944
商业,2019/12/27,53659.5711,14449.6176
商业,2019/12/28,52431.0216,14767.6056
商业,2019/12/29,50745.9747,14674.0056
商业,2019/12/30,55649.8908,14260.8093
商业,2019/12/31,56485.4622,14514.8688
商业,2020/1/1,51547.1733,15192.6777
商业,2020/1/2,54662.4333,14327.0793
商业,2020/1/3,54988.3986,14511.3576
商业,2020/1/4,55351.9125,14717.8764
商业,2020/1/5,53152.5878,14996.5008
商业,2020/1/6,57175.1631,14789.5833
商业,2020/1/7,57133.8576,13084.2777
商业,2020/1/8,56054.5536,15212.1831
商业,2020/1/9,56668.0053,14946.7584
商业,2020/1/10,56040.8904,14992.7442
商业,2020/1/11,53669.6559,15084.1551
商业,2020/1/12,47302.4205,14582.6457
商业,2020/1/13,49469.8395,12089.8125
商业,2020/1/14,49441.9206,13749.4116
商业,2020/1/15,50332.6509,13687.6329
商业,2020/1/16,49184.4756,13904.0082
商业,2020/1/17,46066.2279,13564.5861
商业,2020/1/18,44483.8167,12917.4135
商业,2020/1/19,43503.8685,13053.7986
商业,2020/1/20,42130.9995,12706.0122
商业,2020/1/21,40969.1562,11531.4402
商业,2020/1/22,39646.1205,12054.0843
商业,2020/1/23,37463.9253,11999.898
商业,2020/1/24,32327.5071,11643.2409
商业,2020/1/25,28854.2697,11236.7343
商业,2020/1/26,25246.9173,10363.3089
商业,2020/1/27,22609.212,10394.0877
商业,2020/1/28,21893.6922,9250.6488
商业,2020/1/29,21787.0995,10067.2896
商业,2020/1/30,21391.6155,10044.3048
商业,2020/1/31,20809.2249,9877.4022
商业,2020/2/1,19728.0498,9232.725
商业,2020/2/2,19483.8006,9307.0686
商业,2020/2/3,20076.0876,9624.1563
商业,2020/2/4,19469.9793,9700.5315
商业,2020/2/5,19154.1057,9715.7508
商业,2020/2/6,19076.4222,9615.6564
商业,2020/2/7,18842.1423,9872.955
商业,2020/2/8,17980.0455,9593.3016
商业,2020/2/9,17972.2716,9553.6506
商业,2020/2/10,21890.7258,8937.7911
商业,2020/2/11,21184.5717,9716.8593
商业,2020/2/12,21200.8329,2684.5014
商业,2020/2/13,21765.7674,9784.2147
商业,2020/2/14,22846.8444,9677.5938
商业,2020/2/15,20709.6786,9956.2587
商业,2020/2/16,20109.4122,8474.7855
商业,2020/2/17,23170.887,9823.0566
商业,2020/2/18,22926.0039,9837.2115
商业,2020/2/19,23715.5712,9744.0519
商业,2020/2/20,24400.9521,9752.4285
商业,2020/2/21,25214.406,9752.9895
商业,2020/2/22,24155.7012,9919.9842
商业,2020/2/23,23345.4822,9871.7145
商业,2020/2/24,28492.9401,9901.0596
商业,2020/2/25,30143.3697,9466.9182
商业,2020/2/26,31951.56,10515.3996
商业,2020/2/27,31960.2444,10915.8309
商业,2020/2/28,32019.9819,10892.2509
商业,2020/2/29,30956.8209,10817.673
商业,2020/3/1,31654.2186,10963.1874
商业,2020/3/2,36256.8795,11255.4729
商业,2020/3/3,36377.8503,10998.7356
商业,2020/3/4,36940.4928,11061.5928
商业,2020/3/5,37258.4901,10938.7818
商业,2020/3/6,38129.6934,10877.6301
商业,2020/3/7,35935.6062,11102.9172
商业,2020/3/8,35520.1812,11415.8793
商业,2020/3/9,42278.7036,11382.6231
商业,2020/3/10,39320.2623,11433.966
商业,2020/3/11,40457.6598,11173.6017
商业,2020/3/12,41175.6237,11266.2816
商业,2020/3/13,43548.8847,11678.1339
商业,2020/3/14,38723.6907,11527.2768
商业,2020/3/15,35937.537,11290.6368
商业,2020/3/16,41517.0555,11488.8441
商业,2020/3/17,42636.462,11720.1291
商业,2020/3/18,42764.3895,11840.3925
商业,2020/3/19,43067.2134,11922.9381
商业,2020/3/20,43089.0909,11797.6989
商业,2020/3/21,43149.7995,11939.9382
商业,2020/3/22,42720.7092,11168.4435
商业,2020/3/23,48385.4274,12654.5775
商业,2020/3/24,49016.7483,13096.2576
商业,2020/3/25,49468.6485,13042.3314
商业,2020/3/26,49947.9294,13163.0802
商业,2020/3/27,51949.212,13387.5039
商业,2020/3/28,41803.2138,12627.3864
商业,2020/3/29,38933.2404,12114.0549
商业,2020/3/30,43552.9386,11602.8246
商业,2020/3/31,43682.1477,11137.9236
商业,2020/4/1,42808.3677,11508.7092
商业,2020/4/2,43999.5015,11791.7487
商业,2020/4/3,44100.1461,11779.8045
商业,2020/4/4,34664.0865,11755.4103
商业,2020/4/5,36487.8327,11419.383
商业,2020/4/6,39541.3896,11530.4634
商业,2020/4/7,44573.4252,11642.6427
商业,2020/4/8,44869.3074,11883.264
商业,2020/4/9,46307.9121,12064.8693
商业,2020/4/10,45365.8323,12055.3164
商业,2020/4/11,46921.209,12487.8627
商业,2020/4/12,38863.8009,12151.0425
商业,2020/4/13,43934.5434,11633.4468
商业,2020/4/14,44655.3048,12131.2206
商业,2020/4/15,45041.328,12104.4393
商业,2020/4/16,47950.8201,12478.2432
商业,2020/4/17,50781.9909,12934.3221
商业,2020/4/18,50886.9228,13501.1589
商业,2020/4/19,51845.0625,13825.5789
商业,2020/4/20,61941.7557,14341.3359
商业,2020/4/21,66409.7343,15684.8874
商业,2020/4/22,52004.4186,14908.941
商业,2020/4/23,47568.8535,12621.9567
商业,2020/4/24,45843.6945,12592.9512
商业,2020/4/25,44625.762,12504.4152
商业,2020/4/26,47043.1887,12901.4538
商业,2020/4/27,53038.1337,13110.3192
商业,2020/4/28,57414.1419,13960.0059
商业,2020/4/29,58309.1454,14335.5315
商业,2020/4/30,62970.813,15009.4419
商业,2020/5/1,56653.2441,15436.5222
商业,2020/5/2,59262.8739,16199.7966
商业,2020/5/3,63845.2764,16568.6523
商业,2020/5/4,75940.9119,17699.9397
商业,2020/5/5,80121.3585,18923.7486
商业,2020/5/6,93090.7695,19145.331
商业,2020/5/7,96112.3719,20382.5892
商业,2020/5/8,97736.052,20608.3773
商业,2020/5/9,97802.2449,20935.6113
商业,2020/5/10,84312.33,21500.034
商业,2020/5/11,94350.4875,18731.0457
商业,2020/5/12,85298.5833,18812.7315
商业,2020/5/13,90193.0875,18751.3464
商业,2020/5/14,87840.0714,18611.9229
商业,2020/5/15,95116.0725,19342.314
商业,2020/5/16,89487.0072,20134.8336
商业,2020/5/17,75959.8446,18863.8914
商业,2020/5/18,87040.8213,18212.1243
商业,2020/5/19,90483.5691,18743.1297
商业,2020/5/20,96304.6251,19828.5159
商业,2020/5/21,95765.7111,20087.2878
商业,2020/5/22,89409.5982,19664.0631
商业,2020/5/23,79128.1683,19118.6124
商业,2020/5/24,72233.6592,19235.571
商业,2020/5/25,89709.2124,18700.2774
商业,2020/5/26,98199.4491,19701.2109
商业,2020/5/27,84175.0869,19302.2334
商业,2020/5/28,87316.8321,18366.2409
商业,2020/5/29,94650.3048,19734.6177
商业,2020/5/30,84851.3076,20379.8118
商业,2020/5/31,82760.7891,20777.8458
商业,2020/6/1,98674.6272,19236.3291
商业,2020/6/2,87474.2103,19310.5281
商业,2020/6/3,96684.5928,18902.0997
商业,2020/6/4,98183.0187,20199.321
商业,2020/6/5,103696.4787,21111.7719
商业,2020/6/6,90523.2066,20249.7516
商业,2020/6/7,71762.5482,20008.3386
商业,2020/6/8,90794.5938,20120.3268
商业,2020/6/9,96953.9583,20350.0089
商业,2020/6/10,93872.3877,18454.674
商业,2020/6/11,99960.384,20600.4099
商业,2020/6/12,100973.1477,20803.6146
商业,2020/6/13,95618.694,22117.485
商业,2020/6/14,78471.8925,22187.2686
商业,2020/6/15,99155.7297,19125.7857
商业,2020/6/16,99746.556,20407.8708
商业,2020/6/17,97964.3718,20327.0466
商业,2020/6/18,98973.4116,19907.6895
商业,2020/6/19,101056.4004,21019.4652
商业,2020/6/20,96359.3061,21750.7584
商业,2020/6/21,86288.952,22126.8177
商业,2020/6/22,108674.2434,21839.6094
商业,2020/6/23,109982.61,23449.7607
商业,2020/6/24,109663.1979,23401.0563
商业,2020/6/25,80306.655,22799.9694
商业,2020/6/26,90713.0817,21721.5441
商业,2020/6/27,93746.0901,22954.1637
商业,2020/6/28,105784.971,22517.4063
商业,2020/6/29,108132.462,21562.0992
商业,2020/6/30,111480.6288,24026.949
商业,2020/7/1,107458.2048,24605.1048
商业,2020/7/2,110550.3168,23336.7237
商业,2020/7/3,104736.876,55.92
商业,2020/7/4,93018.4317,22323.9
商业,2020/7/5,85540.8639,21818.9661
商业,2020/7/6,107303.5872,21338.7162
商业,2020/7/7,108891.0516,22179.237
商业,2020/7/8,108314.7111,23418.1806
商业,2020/7/9,112186.8432,23739.4488
商业,2020/7/10,110507.859,24464.2119
商业,2020/7/11,106007.2059,24514.9602
商业,2020/7/12,90447.252,25154.7354
商业,2020/7/13,111695.2689,23408.5143
商业,2020/7/14,113146.2564,23974.1406
商业,2020/7/15,115457.0682,24420.5622
商业,2020/7/16,115236.0069,25044.1962
商业,2020/7/17,115470.4095,24522.2877
商业,2020/7/18,109229.6394,24665.0664
商业,2020/7/19,94200.9747,25518.2883
商业,2020/7/20,113617.6239,24437.0946
商业,2020/7/21,115854.9834,24953.103
商业,2020/7/22,114118.0041,24897.5112
商业,2020/7/23,115737.378,24370.9551
商业,2020/7/24,116081.9016,446.892
商业,2020/7/25,110149.6206,25218.2781
商业,2020/7/26,96601.6653,26171.5209
商业,2020/7/27,118429.6221,24706.1586
商业,2020/7/28,119094.5184,24944.205
商业,2020/7/29,118081.1883,25055.4195
商业,2020/7/30,117788.5671,25262.2551
商业,2020/7/31,110822.6415,24896.0046
商业,2020/8/1,100445.4456,22006.8963
商业,2020/8/2,84432.9618,21874.689
商业,2020/8/3,98807.9817,20356.0992
商业,2020/8/4,101799.2049,20202.2703
商业,2020/8/5,95033.7324,20965.8411
商业,2020/8/6,101553.2316,19675.0476
商业,2020/8/7,106472.6724,21832.6935
商业,2020/8/8,100908.5121,22367.6169
商业,2020/8/9,88067.1726,24469.5117
商业,2020/8/10,113904.3375,23241.5256
商业,2020/8/11,115314.9216,24696.8769
商业,2020/8/12,107717.3532,23305.2405
商业,2020/8/13,101203.4535,21500.3097
商业,2020/8/14,105928.6278,21040.9524
商业,2020/8/15,93521.1795,21472.5378
商业,2020/8/16,85969.3932,22120.5612
商业,2020/8/17,105184.821,21763.0221
商业,2020/8/18,103420.4385,21768.0762
商业,2020/8/19,88551.3786,21124.8759
商业,2020/8/20,99996.1458,20769.8166
商业,2020/8/21,102712.7241,22147.7529
商业,2020/8/22,98501.4249,22877.3823
商业,2020/8/23,88223.9856,23335.7283
商业,2020/8/24,111267.726,22955.2143
商业,2020/8/25,113626.3197,18576.6948
商业,2020/8/26,112252.7838,25088.7024
商业,2020/8/27,106774.2672,23190.3993
商业,2020/8/28,110959.122,15972.5004
商业,2020/8/29,96477.4596,42.24
商业,2020/8/30,91985.6433,24672.1353
商业,2020/8/31,106532.5398,22587.318
商业,2020/9/1,110550.9354,23278.6833
商业,2020/9/2,110774.7624,22918.9215
商业,2020/9/3,111416.5593,24273.5991
商业,2020/9/4,113465.4903,25019.9736
商业,2020/9/5,92529.2139,23777.6376
商业,2020/9/6,87957.0711,23054.3313
商业,2020/9/7,108666.1497,22253.8401
商业,2020/9/8,93504.9927,3978.7218
商业,2020/9/9,99539.2263,21511.8522
商业,2020/9/10,101269.7346,20899.9941
商业,2020/9/11,107046.6525,21908.5494
商业,2020/9/12,96880.8798,22035.5112
商业,2020/9/13,86460.0831,21754.1637
商业,2020/9/14,97415.7084,20712.5115
商业,2020/9/15,94022.6211,20916.3651
商业,2020/9/16,99866.8248,20061.8211
商业,2020/9/17,100876.9884,20939.4225
商业,2020/9/18,97339.929,21583.9389
商业,2020/9/19,87728.0526,19862.4528
商业,2020/9/20,83215.4757,20098.2378
商业,2020/9/21,99437.9196,20142.6072
商业,2020/9/22,99981.858,20808.6123
商业,2020/9/23,101289.2325,21425.4222
商业,2020/9/24,87516.0258,19911.1287
商业,2020/9/25,86448.5301,18589.5591
商业,2020/9/26,82526.7279,19606.7001
商业,2020/9/27,71658.2256,18144.1446
商业,2020/9/28,76315.2114,16591.7478
商业,2020/9/29,83484.1209,17900.7069
商业,2020/9/30,89751.8478,18896.2719
商业,2020/10/1,63005.9376,18158.0961
商业,2020/10/2,65999.595,17523.6405
商业,2020/10/3,71082.9147,18295.8807
商业,2020/10/4,74846.8344,19581.5556
商业,2020/10/5,74489.6745,20031.7347
商业,2020/10/6,67323.1722,18015.0075
商业,2020/10/7,61619.4564,15981.1671
商业,2020/10/8,58689.2499,15437.9334
商业,2020/10/9,61978.8669,14721.4632
商业,2020/10/10,64772.0355,14794.8477
商业,2020/10/11,63761.5806,16264.1166
商业,2020/10/12,73046.2044,16413.3027
商业,2020/10/13,73562.7168,17448.9399
商业,2020/10/14,75777.3441,16960.971
商业,2020/10/15,78712.245,16951.4121
商业,2020/10/16,76348.1856,18184.2939
商业,2020/10/17,66943.9512,16803.6378
商业,2020/10/18,63086.4672,16179.3507
商业,2020/10/19,63683.7783,15581.025
商业,2020/10/20,62397.8847,14919.5283
商业,2020/10/21,61115.2692,15367.7529
商业,2020/10/22,59234.8905,14927.5734
商业,2020/10/23,58161.9558,14849.5794
商业,2020/10/24,55638.3939,14756.3133
商业,2020/10/25,55511.7759,15440.0574
商业,2020/10/26,65445.6105,15387.6555
商业,2020/10/27,70801.4328,16267.3344
商业,2020/10/28,69417.0699,17117.2038
商业,2020/10/29,63012.0969,16323.5064
商业,2020/10/30,61314.7176,15631.5792
商业,2020/10/31,61186.3854,15920.1504
商业,2020/11/1,60267.5352,16243.2618
商业,2020/11/2,65567.3022,15934.7448
商业,2020/11/3,60693.9636,15006.3342
商业,2020/11/4,58322.3502,15417.5154
商业,2020/11/5,61524.1752,15300.2652
商业,2020/11/6,62918.643,15229.7478
商业,2020/11/7,62329.077,15780.2586
商业,2020/11/8,57033.3792,16436.5776
商业,2020/11/9,58307.1174,15059.463
商业,2020/11/10,56866.35,15006.2514
商业,2020/11/11,57629.5584,14298.9654
商业,2020/11/12,58871.3118,14317.8522
商业,2020/11/13,58201.545,14743.8636
商业,2020/11/14,56738.7132,15205.911
商业,2020/11/15,52861.4658,14893.1334
商业,2020/11/16,61757.2566,14689.0152
商业,2020/11/17,62312.391,15345.2742
商业,2020/11/18,67234.7508,15741.7188
商业,2020/11/19,71504.4096,16790.7396
商业,2020/11/20,74707.0692,1846.782
商业,2020/11/21,71843.7888,13275.1044
商业,2020/11/22,65016.7752,17388.4698
商业,2020/11/23,57368.0454,15838.9038
商业,2020/11/24,57044.2434,14056.1124
商业,2020/11/25,59996.9208,15112.7124
商业,2020/11/26,62223.1806,15479.28
商业,2020/11/27,55552.4454,15074.2344
商业,2020/11/28,52414.425,14337.1644
商业,2020/11/29,48580.5024,14142.7812
商业,2020/11/30,50538.6654,13795.6152
商业,2020/12/1,50895.048,13798.656
商业,2020/12/2,51773.4324,13840.7658
商业,2020/12/3,50592.1128,13996.1874
商业,2020/12/4,50617.572,14359.2468
商业,2020/12/5,49376.8434,14598.5274
商业,2020/12/6,47079.0396,14707.3326
商业,2020/12/7,50671.311,14012.2404
商业,2020/12/8,50146.1766,14114.9214
商业,2020/12/9,50212.4274,13912.4652
商业,2020/12/10,51010.6104,13741.593
商业,2020/12/11,50715.051,13777.3428
商业,2020/12/12,51226.7376,13702.206
商业,2020/12/13,49765.956,13685.0154
商业,2020/12/14,50804.553,13639.3482
商业,2020/12/15,51578.583,14249.0442
商业,2020/12/16,52506.7266,14844.3648
商业,2020/12/17,52985.7594,15015.4692
商业,2020/12/18,52789.7436,15167.7414
商业,2020/12/19,51275.1564,15415.821
商业,2020/12/20,47150.4288,15578.2614
商业,2020/12/21,51417.4824,14874.1434
商业,2020/12/22,50423.5164,14674.323
商业,2020/12/23,50104.2696,14441.6292
商业,2020/12/24,49691.5422,14191.023
商业,2020/12/25,50577.5784,14146.059
商业,2020/12/26,48781.6386,14116.0812
商业,2020/12/27,48724.1712,13953.2742
商业,2020/12/28,51001.0164,13488.849
商业,2020/12/29,51420.6408,13980.9942
商业,2020/12/30,50540.679,13928.6724
商业,2020/12/31,52726.7556,8200.4508
商业,2021/1/1,45502.8156,17048.2704
商业,2021/1/2,46775.6034,15452.2494
商业,2021/1/3,47169.7938,14615.3694
商业,2021/1/4,50841.6348,13877.2128
商业,2021/1/5,50252.1486,13835.883
商业,2021/1/6,49919.3208,14054.8446
商业,2021/1/7,51597.4884,14299.836
商业,2021/1/8,55925.8596,15651.8454
商业,2021/1/9,53896.632,16282.5168
商业,2021/1/10,47650.0896,15943.9644
商业,2021/1/11,55565.85,11342.451
商业,2021/1/12,54005.133,16098.8466
商业,2021/1/13,52544.931,15922.9944
商业,2021/1/14,51091.7838,15256.2246
商业,2021/1/15,49935.3366,14560.71
商业,2021/1/16,47310.198,14433.1446
商业,2021/1/17,44377.9368,14039.529
商业,2021/1/18,49277.9586,14215.7634
商业,2021/1/19,48120.3108,13820.0274
商业,2021/1/20,46764.477,13603.9932
商业,2021/1/21,45596.0376,13334.1162
商业,2021/1/22,47764.5426,13171.311
商业,2021/1/23,45227.955,13341.4596
商业,2021/1/24,44652.6252,13160.0352
商业,2021/1/25,46887.0654,12691.296
商业,2021/1/27,44325.5064,12887.6934
商业,2021/1/28,44301.7872,12519.5844
商业,2021/1/29,43474.1664,12463.3026
商业,2021/1/30,42951.426,11400.7842
商业,2021/1/31,42288.696,5827.3842
商业,2021/2/1,43513.8354,10264.332
商业,2021/2/2,44487.2724,12217.5042
商业,2021/2/3,43687.3674,12304.4484
商业,2021/2/4,43545.7902,12397.1112
商业,2021/2/5,43128.0474,12203.676
商业,2021/2/6,42795.6138,12130.4538
商业,2021/2/7,42703.4772,12085.2396
商业,2021/2/8,40981.269,11975.1216
商业,2021/2/9,37113.663,11632.9548
商业,2021/2/10,32659.4526,11047.7244
商业,2021/2/11,28418.8422,10501.4928
商业,2021/2/12,31189.0788,10423.065
商业,2021/2/13,31729.6062,10447.695
商业,2021/2/14,33924.7452,10399.7088
商业,2021/2/15,35173.7136,10657.05
商业,2021/2/16,36473.4042,10889.6484
商业,2021/2/17,36923.4708,10983.309
商业,2021/2/18,37175.1912,11066.0184
商业,2021/2/19,39814.1076,11429.2686
商业,2021/2/20,41731.38,11587.4532
商业,2021/2/21,43998.7224,12279.6606
商业,2021/2/22,45725.0184,12301.0218
商业,2021/2/23,50197.6122,10237.9884
商业,2021/2/24,50161.017,13581.2742
商业,2021/2/25,49860.3252,13529.7504
商业,2021/2/26,50498.5008,13469.7936
商业,2021/2/27,45291.2736,12607.7538
商业,2021/2/28,43411.8246,12521.6016
商业,2021/3/1,49128.519,12754.677
商业,2021/3/2,47522.5248,13277.8956
商业,2021/3/3,48419.844,13447.3176
商业,2021/3/4,48922.2438,13521.9408
商业,2021/3/5,49808.2722,13249.4808
商业,2021/3/6,51702.8706,13713.2352
商业,2021/3/7,46049.934,13632.3594
商业,2021/3/8,50320.1544,13452.6312
商业,2021/3/9,49938.6654,13460.7894
商业,2021/3/10,51223.05,13775.0682
商业,2021/3/11,50681.1582,13787.7888
商业,2021/3/12,54030.9858,13984.3566
商业,2021/3/13,52463.2428,14605.92
商业,2021/3/14,51272.0778,14795.5686
商业,2021/3/15,54093.711,14410.617
商业,2021/3/16,56133.5556,14593.419
商业,2021/3/17,58681.203,15698.0748
商业,2021/3/18,62166.3384,16180.1562
商业,2021/3/19,63885.7566,16256.9064
商业,2021/3/20,63847.6404,16477.2234
商业,2021/3/21,47082.681,15571.9524
商业,2021/3/22,48252.6546,13110.1818
商业,2021/3/23,49103.2272,13082.415
商业,2021/3/24,49939.3926,13310.3016
商业,2021/3/25,51449.6658,13358.6916
商业,2021/3/26,52300.8384,13442.8242
商业,2021/3/27,56402.655,14486.2728
商业,2021/3/28,58118.6136,14884.935
商业,2021/3/29,65712.5334,15809.007
商业,2021/3/30,71832.6906,16574.6874
商业,2021/3/31,70762.9842,17465.0682
商业,2021/4/1,73426.4664,16972.098
商业,2021/4/2,73488.6234,17254.0848
商业,2021/4/3,68886.51,17482.2822
商业,2021/4/4,50443.3746,17001.9444
商业,2021/4/5,50066.7906,14488.5486
商业,2021/4/6,61954.395,14622.2964
商业,2021/4/7,61050.8262,15738.7146
商业,2021/4/8,57431.907,15829.4976
商业,2021/4/9,52721.3976,14039.0136
商业,2021/4/10,53557.2252,14140.6938
商业,2021/4/11,55595.1858,14539.998
商业,2021/4/12,66401.4966,15111.1302
商业,2021/4/13,71678.1678,16479.7806
商业,2021/4/14,74369.193,17270.0064
商业,2021/4/15,67362.9942,17363.523
商业,2021/4/16,64757.4456,16938.603
商业,2021/4/17,59501.547,16289.229
商业,2021/4/18,59992.134,345.15
商业,2021/4/19,60112.6482,15465.2208
商业,2021/4/20,58771.4586,15616.812
商业,2021/4/21,67681.0032,15593.7246
商业,2021/4/22,71018.4072,16142.4126
商业,2021/4/23,78405.054,17304.231
商业,2021/4/24,77211.3378,18782.2506
商业,2021/4/25,75583.6986,18732.522
商业,2021/4/26,46358.4312,1227.6444
商业,2021/4/27,58478.2122,1943.6016
商业,2021/4/28,54659.1888,3601.419
商业,2021/4/29,56488.5438,2872.797
商业,2021/4/30,62240.9712,4419.0504
商业,2021/5/1,61606.485,4315.7286
商业,2021/5/2,66355.5852,8857.7874
商业,2021/5/3,55932.8658,2819.5002
商业,2021/5/4,71115.4674,16895.9346
商业,2021/5/5,67020.381,16334.5986
商业,2021/5/6,74191.9326,16784.1042
商业,2021/5/7,83750.6592,17516.367
商业,2021/5/8,89308.5708,19219.539
商业,2021/5/9,82522.017,20413.4118
商业,2021/5/10,91687.3398,20121.6726
商业,2021/5/11,95195.4552,17564.8548
商业,2021/5/12,96608.8356,20908.4442
商业,2021/5/13,99133.2864,14270.769
商业,2021/5/14,97771.0254,22065.0366
商业,2021/5/15,94130.7,22326.8922
商业,2021/5/16,86448.5934,22243.2288
商业,2021/5/17,102443.433,21731.3556
商业,2021/5/18,103120.5612,22419.1518
商业,2021/5/19,104277.6564,17784.8898
商业,2021/5/20,104600.9082,6585.2334
商业,2021/5/21,105971.8794,22895.136
商业,2021/5/22,100038.0756,23627.3424
商业,2021/5/23,90980.9886,23314.2108
商业,2021/5/24,105028.6824,22503.7644
商业,2021/5/25,101139.6348,21589.371
商业,2021/5/26,101900.6442,20877.4992
商业,2021/5/27,102711.1842,13023.4536
商业,2021/5/28,103128.3066,16701.3048
商业,2021/5/29,87815.3808,17176.2444
商业,2021/5/30,77756.382,20411.2728
商业,2021/5/31,100859.6544,20803.5312
商业,2021/6/1,92447.8068,19063.0548
商业,2021/6/2,82790.8512,17410.1322
商业,2021/6/3,88042.7898,16251.2268
商业,2021/6/4,75160.7694,18375.843
商业,2021/6/5,63999.8388,15238.965
商业,2021/6/6,62774.9448,16247.799
商业,2021/6/7,81796.158,17432.2134
商业,2021/6/8,81080.1222,17944.2822
商业,2021/6/9,85013.8848,18212.8062
商业,2021/6/10,85015.644,18202.4724
商业,2021/6/11,84235.6926,12726.8586
商业,2021/6/12,70144.467,16715.967
商业,2021/6/13,58336.7904,16456.6218
商业,2021/6/14,53617.9494,16793.8782
商业,2021/6/15,84360.3582,16765.7862
商业,2021/6/16,87328.9656,18187.2816
商业,2021/6/17,88508.4732,18845.178
商业,2021/6/18,88677.4446,18767.3184
商业,2021/6/19,82998.2184,15048.2652
商业,2021/6/20,71482.7454,16203.5874
商业,2021/6/21,94735.3116,19927.4208
商业,2021/6/22,79579.6422,17928.7158
商业,2021/6/23,79416.5328,17270.9016
商业,2021/6/24,75348.6138,16156.4184
商业,2021/6/25,82377.168,11965.6116
商业,2021/6/26,79500.5142,16925.7552
商业,2021/6/27,74537.8128,16833.9774
商业,2021/6/28,94243.7706,18827.0388
商业,2021/6/29,93299.0796,19659.3186
商业,2021/6/30,94739.1234,19758.4542
商业,2021/7/1,99263.595,19981.2822
商业,2021/7/2,97400.6136,20544.5274
商业,2021/7/3,93678.8316,18838.206
商业,2021/7/4,81484.6128,19047.831
商业,2021/7/5,102836.2434,20956.9008
商业,2021/7/6,102864.9252,21031.626
商业,2021/7/7,102939.0426,21234.4572
商业,2021/7/8,99542.901,20331.3138
商业,2021/7/9,100487.7222,18664.221
商业,2021/7/10,95529.3438,21751.0938
商业,2021/7/11,86270.7534,22199.1264
商业,2021/7/12,109148.6316,22132.2198
商业,2021/7/13,107847.3726,22137.084
商业,2021/7/14,109542.2448,22468.2126
商业,2021/7/15,108817.827,23125.2972
商业,2021/7/16,106600.1862,18249.1632
商业,2021/7/17,93822.858,19982.9418
商业,2021/7/18,86139.0276,21580.623
商业,2021/7/19,99284.7204,21258.399
商业,2021/7/20,90579.4458,20655.7632
商业,2021/7/21,93160.7634,19812.0582
商业,2021/7/22,99643.6836,19778.7672
商业,2021/7/23,104267.733,14031.795
商业,2021/7/24,100232.718,22758.6372
商业,2021/7/25,89840.0754,23090.622
商业,2021/7/26,110728.0122,22720.005
商业,2021/7/27,114799.4196,23687.238
商业,2021/7/28,112806.1386,23449.8384
商业,2021/7/29,110454.1776,20888.145
商业,2021/7/30,107842.8444,22232.9544
商业,2021/7/31,100936.8618,15069.1494
商业,2021/8/1,88609.5558,22266.6384
商业,2021/8/2,100878.891,18899.0838
商业,2021/8/3,106166.5338,21367.9554
商业,2021/8/4,101575.7568,21044.6664
商业,2021/8/5,95802.3534,20531.1954
商业,2021/8/6,99406.617,20614.9998
商业,2021/8/7,95020.5378,20569.974
商业,2021/8/8,85078.4682,17329.776
商业,2021/8/9,101296.9392,64.32
商业,2021/8/10,93614.6436,19633.0596
商业,2021/8/11,92781.0384,19621.6806
商业,2021/8/12,103257.612,19902.8316
